zinc_id,smiles,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumValenceElectrons,NumChiralCentersUnassigned,NumChiralCentersAssigned,QED
ZINC000003806262,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,268.273,-1.1798,112.13,4,8,2,3,64,4,4,0.53695884506415
ZINC000003830453,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.464,-0.539199999999999,156.44,3,10,7,3,91,2,2,0.295292104353659
ZINC000003812933,C[C@@]12CC3CC(N)(C1)C[C@](C)(C3)C2,179.307,2.6941,26.02,1,1,0,4,51,4,2,0.607647113169359
ZINC000003874185,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,378.316,4.4479,45.15,2,3,2,3,82,2,2,0.759443254935721
ZINC000100027531,C[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]21,318.393,1.0627,59.06,1,4,4,4,84,5,5,0.512333158306654
ZINC000001485935,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,437.475,4.24298,87.62,1,7,6,4,109,2,2,0.487452172487465
ZINC000000004351,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,309.434,4.0144,20.31,0,3,0,4,83,0,0,0.732527624184483
ZINC000053084692,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.349,2.3681,64.35,2,3,7,2,79,1,1,0.825045532019992
ZINC000019632668,CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,378.516,3.1733,32.78,0,3,6,4,106,1,1,0.7740303952237
ZINC000252286875,C[C@H]1O[C@@H](O[C@H]2/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H](O)[C@@H](O)CC(=O)C[C@@H](O)[C@@H](C(=O)O)[C@@H](O)C2)[C@@H](O)[C@@H](N)[C@@H]1O,926.107,0.778300000000006,327.45,12,17,3,2,225,18,18,0.17405243899236
ZINC000017146904,CCCSc1ccc2[nH]/c(=N/C(=O)OC)[nH]c2c1,265.338,2.6652,70.24,2,3,3,2,63,0,0,0.838114370811643
ZINC000008552123,COc1cc2c(cc1OC)[C@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,317.429,3.2381,38.77,0,4,4,3,85,2,2,0.854414611285797
ZINC000022056030,C#CCN(C)[C@@H](C)Cc1ccccc1,187.286,2.1826,3.24,0,1,4,1,55,1,1,0.653025199886798
ZINC000001530654,CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,335.879,3.783,48.39,2,4,9,2,84,1,1,0.731780104377117
ZINC000002847375,CCN(CC)[C@H](C)C(=O)c1ccccc1,205.301,2.5996,20.31,0,2,5,1,57,1,1,0.688599383992464
ZINC000004215234,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,506.591,1.29272,160.1,3,11,7,4,110,2,2,0.285517010008389
ZINC000001850377,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,391.294,6.1133,35.53,0,3,6,3,92,2,2,0.55731775121686
ZINC000013973998,CC(C)C(=O)O[C@H](C)OC(=O)NCC1(CC(=O)O)CCCCC1,329.393,2.683,101.93,2,5,7,1,79,1,1,0.549791661112407
ZINC000000897301,O=C(OC1C[C@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,62.4,1,4,2,6,88,2,2,0.862400284305913
ZINC000242437511,CN[C@H](C)[C@@H]1CC[C@H](N)[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@H](O[C@@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@@H]2O)O1,477.603,-3.32749999999999,199.73,8,12,7,3,113,13,13,0.18159830996278
ZINC000007997952,CN(C)CCO[C@](C)(c1ccccc1)c1ccccn1,270.376,2.9233,25.36,0,3,6,2,76,1,1,0.806747510369461
ZINC000003806104,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,440.606,2.9505,104.73,3,5,14,2,110,1,1,0.384302204892175
ZINC000003830391,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,363.395,0.150500000000001,132.96,4,6,4,3,85,3,3,0.559703738305992
ZINC000003926298,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,606.782,8.6826,57.53,2,3,14,4,143,7,7,0.164586201611397
ZINC000001530580,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,406.482,3.738,75.74,3,5,10,4,110,1,1,0.349960763442939
ZINC000000001982,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.365,2.1955,74.68,1,3,7,1,69,0,0,0.833015742114882
ZINC000004099032,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,440.411,5.18200000000001,49.77,1,3,5,4,103,5,5,0.64213378088812
ZINC000001999487,NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12,249.317,2.4668,41.62,1,3,0,4,73,1,1,0.778951952016534
ZINC000000057512,Cc1ccc(S(=O)(=O)/N=C(\O)NN2CCCCCC2)cc1,311.407,1.97832,82,2,3,3,2,77,0,0,0.658691316624403
ZINC000001532529,CSCC[C@H](N)C(=O)O,149.215,0.1514,63.32,2,3,4,0,29,1,1,0.596996208092774
ZINC000003927822,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,492.689,4.2558,56.75,0,6,5,7,130,6,6,0.58416915183779
ZINC000002008866,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.351,1.1236,71.11,1,5,4,3,82,1,1,0.891597388751196
ZINC000150338698,NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O,668.717,-8.23480000000001,378.42,14,14,10,2,158,6,6,0.0962797228650804
ZINC000028957444,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,522.578,2.0137,138.44,4,11,10,5,122,6,6,0.231040781726884
ZINC000001530938,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,270.76,2.4208,55.56,1,4,6,1,63,0,0,0.637123026118513
ZINC000000537795,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)/N=C(\O)NC3CCCCC3)cc2)cn1,445.545,2.28252,133.64,3,5,7,3,113,0,0,0.439627677801719
ZINC000001530948,O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,258.233,0.0877999999999999,83.55,1,4,1,3,66,1,1,0.723358799985797
ZINC000001895505,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,470.613,6.33102000000001,57.86,2,5,7,5,132,0,0,0.331310532072249
ZINC000003938751,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,430.541,2.7168,93.06,2,6,4,5,112,9,9,0.712452792074157
ZINC000004213946,O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,405.441,2.3636,70.95,3,5,6,4,101,4,4,0.68846240126238
ZINC000000049153,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,265.362,0.60774,75.91,2,5,4,2,65,0,0,0.79412732636072
ZINC000006920384,CCCCCCCCCCCCCCCCCCCCCCO,326.609,7.80060000000001,20.23,1,1,20,0,90,0,0,0.226191976485649
ZINC000022010375,C[C@@H]1[C@@H](c2ccccc2)OCCN1C,191.274,2.0782,12.47,0,2,1,2,53,2,2,0.673555547302766
ZINC000001532526,NC(=O)CC[C@H](N)C(=O)O,146.146,-1.3362,106.41,3,3,4,0,32,1,1,0.456091773598251
ZINC000003807804,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.845,5.3767,17.82,0,2,4,4,95,0,0,0.454544984742071
ZINC000003929022,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,519.448,3.0356,185.44,1,15,13,2,116,1,1,0.231032895654948
ZINC000003831282,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.396,0.6971,95.94,2,5,5,3,82,3,3,0.759069056624305
ZINC000013912394,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1,452.538,4.683,75.99,2,5,12,2,112,4,4,0.273553622466662
ZINC000003918138,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,332.313,-3.57583,198.22,8,7,6,1,74,5,5,0.178869385145861
ZINC000018516586,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.572,2.7171,110.43,3,6,6,4,118,0,0,0.526086333738533
ZINC000002539827,C[C@H](O)[C@H](O)[C@@H]1CNc2[nH]c(N)nc(=O)c2N1,241.251,-1.7002,136.29,6,7,2,2,57,3,3,0.362864348384151
ZINC000026011099,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,545.629,2.5807,123.99,2,10,9,5,137,4,4,0.447624791016929
ZINC000001997127,Nc1cccc2c1CN([C@H]1CCC(=O)NC1=O)C2=O,259.265,0.0297999999999999,92.5,2,4,1,3,67,1,1,0.54943491296874
ZINC000019168887,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.232,-0.0531000000000002,115.81,5,5,4,1,54,1,1,0.279026600179284
ZINC000000538273,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.373,1.544,75.01,1,6,2,4,90,1,1,0.874739826467176
ZINC000060183170,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,615.634,-8.86170000000002,347.32,13,19,9,4,135,19,19,0.114375084550252
ZINC000095617679,CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@@]12C,812.018,4.92920000000001,171.85,1,14,11,5,207,13,13,0.184283434829262
ZINC000001639567,N[C@@H]1C[C@@H]1c1ccccc1,133.194,1.5012,26.02,1,1,1,2,39,2,2,0.616936485164257
ZINC000006745272,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,482.821,5.6888,92.35,3,4,5,3,107,0,0,0.40735964520342
ZINC000000967597,Cc1ccc(C(C)C)c(O)c1,150.221,2.82402,20.23,1,1,1,1,42,0,0,0.652274035834769
ZINC000253498282,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,312.453,3.8826,37.3,1,2,1,4,88,6,6,0.746050157465269
ZINC000000056652,CC(C)NC[C@H](O)c1ccc(O)c(O)c1,211.261,1.1292,72.72,4,4,4,1,53,1,1,0.563271928506751
ZINC000007997568,O=C1CN(/N=C\c2ccc([N+](=O)[O-])o2)C(=O)N1,238.159,0.0735,118.05,1,6,3,2,54,0,0,0.3457478460299
ZINC000003874498,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,317.223,2.4484,92.55,1,4,2,2,68,0,0,0.514937138181363
ZINC000003981610,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,328.413,-0.139429999999998,148.53,6,4,7,1,80,5,5,0.282901677150678
ZINC000003831332,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,450.707,9.1576,34.14,0,2,14,2,128,2,2,0.264705830995313
ZINC000084589076,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,308.333,3.6096,67.51,1,4,4,3,84,1,1,0.74762581484196
ZINC000000002159,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,242.231,-1.51428,104.55,3,6,2,2,56,3,3,0.584274213782172
ZINC000000120286,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.269,0.8334,129.62,3,7,1,3,69,0,0,0.585179105917376
ZINC000000000061,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,213.664,1.857,63.32,2,2,4,1,48,1,1,0.802631632760236
ZINC000003830945,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I,821.141,-1.6275,199.89,8,9,12,1,106,3,3,0.11425581094764
ZINC000001554274,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,366.428,4.9891,97.42,2,6,5,3,106,0,0,0.617479462433279
ZINC000011726211,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,307.397,2.7792,38.13,0,4,1,4,87,0,0,0.760448004624243
ZINC000006845963,CCCCCCCCCCCCCCCC[n+]1ccccc1,304.542,6.45540000000001,3.88,0,0,15,1,88,0,0,0.258614944394342
ZINC000001530939,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.471,3.4853,54.46,1,4,10,2,93,0,0,0.671114534389427
ZINC000022010387,C[C@H]1[C@H](c2ccccc2)OCCN1C,191.274,2.0782,12.47,0,2,1,2,53,2,2,0.673555547302766
ZINC000001530863,COc1cc(N[C@H](C)CCCN)c2ncccc2c1,259.353,2.7827,60.17,2,4,6,2,71,1,1,0.837128936045855
ZINC000035328014,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.507,4.2173,99.16,1,7,5,5,122,1,1,0.46670324300584
ZINC000000622123,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.77,2.8103,71.06,0,6,3,3,81,2,2,0.832661078475187
ZINC000000000490,COC(=O)c1ccccc1O,152.149,1.1788,46.53,1,3,1,1,38,0,0,0.614388449020086
ZINC000036701290,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,532.57,4.45602,65.77,1,6,4,5,139,0,0,0.393599329277026
ZINC000014261579,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,540.697,4.70390000000001,99.13,1,7,5,6,142,9,9,0.504653926425636
ZINC000004658557,O=C(O)CO,76.051,-0.9367,57.53,2,2,1,0,14,0,0,0.423614075125504
ZINC000003830347,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26,0.961,75.27,2,3,4,1,56,0,0,0.551383539385652
ZINC000000006251,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,348.397,2.4846,54.18,1,5,5,3,88,2,2,0.843771371874701
ZINC000003607120,COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4,1.9804,83.8,2,6,4,4,94,1,1,0.850292522217425
ZINC000000056646,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,248.326,1.9056,57.28,3,3,6,2,66,1,1,0.731591645754772
ZINC000019632706,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@@H]1c1ccccc1[N+](=O)[O-],388.42,3.2018,107.77,1,7,6,2,98,1,1,0.452786036639583
ZINC000012404516,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,405.969,6.21500000000001,12.47,0,2,9,3,110,0,0,0.309453353996684
ZINC000000000323,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.265,3.6808,37.3,1,1,3,2,65,1,1,0.893750442610786
ZINC000003927200,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,366.501,4.3059,43.37,0,3,0,7,102,10,10,0.600266883796043
ZINC000052971887,NCCC[C@](N)(C(=O)O)C(F)F,182.17,-0.227499999999999,89.34,3,3,5,0,36,1,1,0.54761258733094
ZINC000000599985,Nc1ccncc1,94.117,0.6638,38.91,1,2,0,1,26,0,0,0.512651002798098
ZINC000000897222,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,421.422,1.6254,118.36,3,5,3,3,92,1,1,0.696164973378691
ZINC000004474682,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,500.554,4.4274,96.22,3,6,12,2,119,5,5,0.223333159082429
ZINC000003939013,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,614.411,4.3663,129.91,3,7,7,4,128,3,3,0.264567586046444
ZINC000001542199,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,351.471,4.4315,39.19,0,4,2,3,93,0,0,0.592555144340795
ZINC000003812974,CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,309.406,0.6348,81.95,4,5,5,2,79,3,3,0.641468123492022
ZINC000100037890,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@H]3C[C@@H](CC(O)(C3)C1)C2,315.417,1.15798,90.35,2,4,2,6,85,6,6,0.799806780280875
ZINC000000000196,CN(C)CCOC(=O)[C@H](c1ccccc1)C1(O)CCCC1,291.391,2.1801,49.77,1,4,6,2,77,1,1,0.816248731137982
ZINC000001530688,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.411,4.2114,12.03,1,1,4,5,83,0,0,0.825437544523073
ZINC000169621223,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,822.953,4.33542,220.15,6,15,4,6,208,9,9,0.109484844731407
ZINC000011677837,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,459.506,2.6996,110.76,1,6,5,5,123,0,0,0.630744512364538
ZINC000164760874,COc1ccc2c(O[C@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,749.956,5.25412000000001,156.89,2,10,8,7,189,5,5,0.293723959783343
ZINC000000057254,CN(C)CC[C@](O)(c1ccccc1)c1ccccc1Cl,289.806,3.5276,23.47,1,2,5,2,74,1,1,0.910148150346445
ZINC000004175630,Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.556,6.26930000000001,41.29,1,4,7,5,125,0,0,0.352710183117852
ZINC000003995807,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@@H]3[C@@H]1CC[C@@H]2O,606.782,8.6826,57.53,2,3,14,4,143,7,7,0.164586201611397
ZINC000410428674,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,327.468,4.1437,52.82,2,3,1,4,91,6,6,0.431839522666792
ZINC000019796087,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,479.533,3.6778,111.01,1,8,9,3,125,1,1,0.329448552641207
ZINC000000002281,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1,225.288,1.5193,72.72,4,4,3,1,57,1,1,0.629073133068931
ZINC000000968301,C[N+]1(C)CC[C@@H](OC(=O)[C@@](O)(c2ccccc2)C2CCCC2)C1,318.437,2.4563,46.53,1,3,4,3,86,2,2,0.685077809316097
ZINC000000643143,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058,69.06,0,7,7,5,126,2,2,0.455414497021447
ZINC000000537752,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.886,4.0049,35.91,0,3,6,3,97,0,0,0.750507507446358
ZINC000034636383,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,386.448,2.376,100.05,4,6,7,3,100,1,1,0.583045926246224
ZINC000000004778,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.304,2.65122,58.12,1,4,1,4,74,0,0,0.861716125086419
ZINC000001530713,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,324.341,-0.797599999999999,151.14,3,9,7,2,78,1,1,0.442142763958592
ZINC000256433946,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,327.468,4.1437,52.82,2,3,1,4,91,6,6,0.431839522666792
ZINC000000895048,OCC(O)CO,92.094,-1.6681,60.69,3,3,2,0,18,0,0,0.381494432210241
ZINC000003938744,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,521.05,4.0868,106.97,1,7,6,4,127,8,8,0.414943238370172
ZINC000004097427,CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,610.671,6.31910000000001,143.34,1,11,10,6,162,1,1,0.140910249627974
ZINC000000020230,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,239.315,1.306,72.72,4,4,4,1,61,1,1,0.638950958086446
ZINC000000896543,O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.346,3.4407,59.59,2,4,7,2,86,1,1,0.671584371994742
ZINC000000596881,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,5.8014,27.05,0,3,6,3,83,1,1,0.539187195655278
ZINC000100070937,N[C@@]1(C(=O)O)C[C@@H](F)C1,133.122,-0.0996000000000003,63.32,2,2,1,1,28,0,0,0.524648362823621
ZINC000000020228,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.746,3.2993,29.1,1,2,3,1,58,1,1,0.820493772014661
ZINC000001530718,COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,267.369,1.6132,50.72,2,4,9,1,69,1,1,0.713569618685299
ZINC000003831405,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,324.424,3.1732,45.59,1,4,4,5,90,5,4,0.877601618478394
ZINC000003831429,C[C@H](N)C12CC3CC(CC(C3)C1)C2,179.307,2.55,26.02,1,1,1,4,51,1,1,0.657471607480536
ZINC000000014257,CN1C(=O)C[C@](C)(c2ccccc2)C1=O,203.241,1.333,37.38,0,2,1,2,55,1,1,0.645663000420152
ZINC000000014007,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,266.341,0.4521,84.58,3,4,8,1,68,1,1,0.637673978167625
ZINC000095626706,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.774,4.32422,30.18,0,3,1,4,83,0,0,0.654885085071007
ZINC000005752191,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,410.457,1.8437,94.83,3,5,2,4,100,9,9,0.645896165264526
ZINC000003922770,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,420.513,-1.6031,162.06,5,7,7,3,92,6,6,0.307507906873262
ZINC000022065398,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.453,3.8826,37.3,1,2,1,4,88,6,6,0.746050157465269
ZINC000003831490,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,3.7016,141.31,3,7,6,3,100,0,0,0.540588221719654
ZINC000096014710,CC1=C(/C=C\C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,300.442,5.60260000000001,37.3,1,1,5,1,84,0,0,0.529573195765613
ZINC000000601281,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.526,1.3839,85.49,0,8,9,3,108,0,0,0.614045374492611
ZINC000001481956,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,426.492,3.08132,84.39,1,7,4,5,111,1,1,0.690288795717062
ZINC000003874715,COc1cc([C@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41,2.4092,92.68,1,8,4,5,104,4,4,0.762917321090077
ZINC000003951740,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,628.814,4.32814,120,4,5,15,4,170,4,4,0.199874123748593
ZINC000002016052,ClC[C@H]1CO1,92.525,0.624,12.53,0,1,1,1,15,1,1,0.341366548781295
